INSERT INTO RegistroInterventi(Tecnico, Richiesta, Intervento) VALUES
('CTJOVK64H91O146H', 0614, 0001),
('IOVYGZ84G25I235Q', 0614, 0002),
('NKXZYL65D42E238A', 0614, 0003),
('XKDCTP56B47P209H', 0615, 0001),
('XCATMI90N20B604S', 0615, 0002),
('XKDCTP56B47P209H', 0615, 0003),
('IOVYGZ84G25I235Q', 0616, 0001),
('NKXZYL65D42E238A', 0616, 0002),
('IOVYGZ84G25I235Q', 0616, 0003),
('NKXZYL65D42E238A', 0617, 0001),
('AOHKMV73J84Q368L', 0618, 0001),
('AOHKMV73J84Q368L', 0618, 0002),
('AOHKMV73J84Q368L', 0618, 0003),
('NKXZYL65D42E238A', 0619, 0001),
('CTJOVK64H91O146H', 0619, 0002),
('CTJOVK64H91O146H', 0619, 0003),
('AOHKMV73J84Q368L', 0620, 0001),
('CTJOVK64H91O146H', 0621, 0001),
('IOVYGZ84G25I235Q', 0622, 0001),
('IOVYGZ84G25I235Q', 0622, 0002),
('IGXEDP10I73J564L', 0623, 0001),
('IGXEDP10I73J564L', 0623, 0002),
('IGXEDP10I73J564L', 0623, 0003),
('CTJOVK64H91O146H', 0624, 0001),
('NKXZYL65D42E238A', 0625, 0001),
('IOVYGZ84G25I235Q', 0626, 0001),
('NKXZYL65D42E238A', 0627, 0001),
('NKXZYL65D42E238A', 0627, 0002),
('CTJOVK64H91O146H', 0628, 0001),
('NKXZYL65D42E238A', 0628, 0002),
('NKXZYL65D42E238A', 0628, 0003),
('TEFJVI96G02K810Z', 0629, 0001),
('TWAJOK98R58Y714P', 0630, 0001),
('CTJOVK64H91O146H', 0630, 0002),
('CGPMNF06K15T392P', 0631, 0001),
('TEFJVI96G02K810Z', 0632, 0001),
('TEFJVI96G02K810Z', 0632, 0002),
('TEFJVI96G02K810Z', 0633, 0001),
('AOHKMV73J84Q368L', 0633, 0002),
('CTJOVK64H91O146H', 0634, 0001),
('CGPMNF06K15T392P', 0634, 0002),
('IGXEDP10I73J564L', 0635, 0001),
('XCATMI90N20B604S', 0636, 0001),
('NKXZYL65D42E238A', 0636, 0002),
('XKDCTP56B47P209H', 0636, 0003),
('AOHKMV73J84Q368L', 0637, 0001),
('AOHKMV73J84Q368L', 0637, 0002),
('AOHKMV73J84Q368L', 0637, 0003),
('TEFJVI96G02K810Z', 0638, 0001),
('KNOYAI45L56R691S', 0638, 0002),
('KNOYAI45L56R691S', 0639, 0001),
('KNOYAI45L56R691S', 0639, 0002),
('AOHKMV73J84Q368L', 0639, 0003),
('TEFJVI96G02K810Z', 0640, 0001),
('KNOYAI45L56R691S', 0640, 0002),
('KNOYAI45L56R691S', 0640, 0003),
('IGXEDP10I73J564L', 0641, 0001),
('IGXEDP10I73J564L', 0641, 0002),
('IGXEDP10I73J564L', 0641, 0003),
('XCATMI90N20B604S', 0642, 0001),
('NKXZYL65D42E238A', 0642, 0002),
('UJHLTI86P60P714M', 0643, 0001),
('XCATMI90N20B604S', 0644, 0001),
('AOHKMV73J84Q368L', 0645, 0001),
('AOHKMV73J84Q368L', 0645, 0002),
('AOHKMV73J84Q368L', 0646, 0001),
('IGXEDP10I73J564L', 0647, 0001),
('IGXEDP10I73J564L', 0647, 0002),
('IGXEDP10I73J564L', 0647, 0003),
('AOHKMV73J84Q368L', 0648, 0001),
('IGXEDP10I73J564L', 0649, 0001),
('IGXEDP10I73J564L', 0649, 0002),
('IGXEDP10I73J564L', 0650, 0001),
('XKDCTP56B47P209H', 0651, 0001),
('XKDCTP56B47P209H', 0651, 0002),
('XCATMI90N20B604S', 0651, 0003),
('AOHKMV73J84Q368L', 0652, 0001),
('AOHKMV73J84Q368L', 0652, 0002),
('AOHKMV73J84Q368L', 0652, 0003),
('TEFJVI96G02K810Z', 0653, 0001),
('AOHKMV73J84Q368L', 0653, 0002),
('AOHKMV73J84Q368L', 0653, 0003),
('XCATMI90N20B604S', 0654, 0001),
('AOHKMV73J84Q368L', 0655, 0001),
('AOHKMV73J84Q368L', 0655, 0002),
('AOHKMV73J84Q368L', 0655, 0003),
('AOHKMV73J84Q368L', 0656, 0001),
('AOHKMV73J84Q368L', 0656, 0002),
('AOHKMV73J84Q368L', 0656, 0003),
('IGXEDP10I73J564L', 0657, 0001),
('IGXEDP10I73J564L', 0657, 0002),
('IGXEDP10I73J564L', 0657, 0003),
('IOVYGZ84G25I235Q', 0658, 0001),
('NKXZYL65D42E238A', 0658, 0002),
('NKXZYL65D42E238A', 0659, 0001),
('TEFJVI96G02K810Z', 0660, 0001),
('NKXZYL65D42E238A', 0661, 0001),
('IOVYGZ84G25I235Q', 0661, 0002),
('UJHLTI86P60P714M', 0662, 0001),
('GLIMAV29E31B520O', 0662, 0002),
('NKXZYL65D42E238A', 0663, 0001),
('XCATMI90N20B604S', 0664, 0001),
('XKDCTP56B47P209H', 0664, 0002),
('XKDCTP56B47P209H', 0664, 0003),
('IGXEDP10I73J564L', 0665, 0001),
('IGXEDP10I73J564L', 0665, 0002),
('UJHLTI86P60P714M', 0666, 0001),
('CTJOVK64H91O146H', 0666, 0002),
('TWAJOK98R58Y714P', 0666, 0003),
('CTJOVK64H91O146H', 0667, 0001),
('IOVYGZ84G25I235Q', 0667, 0002),
('AOHKMV73J84Q368L', 0668, 0001),
('IGXEDP10I73J564L', 0669, 0001),
('IGXEDP10I73J564L', 0669, 0002),
('XCATMI90N20B604S', 0670, 0001),
('XKDCTP56B47P209H', 0670, 0002),
('IGXEDP10I73J564L', 0671, 0001),
('IGXEDP10I73J564L', 0671, 0002),
('AOHKMV73J84Q368L', 0672, 0001),
('AOHKMV73J84Q368L', 0672, 0002),
('KNOYAI45L56R691S', 0672, 0003),
('IOVYGZ84G25I235Q', 0673, 0001),
('IOVYGZ84G25I235Q', 0673, 0002),
('CTJOVK64H91O146H', 0673, 0003),
('UJHLTI86P60P714M', 0674, 0001),
('VGYBUT84J41H814C', 0674, 0002),
('CTJOVK64H91O146H', 0675, 0001),
('TEFJVI96G02K810Z', 0676, 0001),
('KNOYAI45L56R691S', 0676, 0002),
('TEFJVI96G02K810Z', 0676, 0003),
('TEFJVI96G02K810Z', 0677, 0001),
('TEFJVI96G02K810Z', 0677, 0002),
('IGXEDP10I73J564L', 0678, 0001),
('IGXEDP10I73J564L', 0678, 0002),
('IGXEDP10I73J564L', 0678, 0003),
('AOHKMV73J84Q368L', 0679, 0001),
('AOHKMV73J84Q368L', 0679, 0002),
('AOHKMV73J84Q368L', 0679, 0003),
('TEFJVI96G02K810Z', 0680, 0001),
('XKDCTP56B47P209H', 0681, 0001),
('XKDCTP56B47P209H', 0681, 0002),
('XCATMI90N20B604S', 0681, 0003),
('TEFJVI96G02K810Z', 0682, 0001),
('UJHLTI86P60P714M', 0683, 0001),
('TWAJOK98R58Y714P', 0683, 0002),
('CTJOVK64H91O146H', 0684, 0001),
('CTJOVK64H91O146H', 0684, 0002),
('IGXEDP10I73J564L', 0685, 0001),
('IGXEDP10I73J564L', 0685, 0002),
('IGXEDP10I73J564L', 0685, 0003),
('XCATMI90N20B604S', 0686, 0001),
('CTJOVK64H91O146H', 0687, 0001),
('IOVYGZ84G25I235Q', 0687, 0002),
('CTJOVK64H91O146H', 0688, 0001),
('NKXZYL65D42E238A', 0688, 0002),
('TEFJVI96G02K810Z', 0689, 0001),
('KNOYAI45L56R691S', 0689, 0002),
('CTJOVK64H91O146H', 0690, 0001),
('IOVYGZ84G25I235Q', 0691, 0001),
('NKXZYL65D42E238A', 0691, 0002),
('CTJOVK64H91O146H', 0691, 0003),
('AOHKMV73J84Q368L', 0692, 0001),
('AOHKMV73J84Q368L', 0692, 0002),
('AOHKMV73J84Q368L', 0692, 0003),
('XCATMI90N20B604S', 0693, 0001),
('XCATMI90N20B604S', 0693, 0002),
('KNOYAI45L56R691S', 0694, 0001),
('TEFJVI96G02K810Z', 0695, 0001),
('TEFJVI96G02K810Z', 0695, 0002),
('CGPMNF06K15T392P', 0696, 0001),
('CGPMNF06K15T392P', 0696, 0002),
('IOVYGZ84G25I235Q', 0697, 0001),
('IOVYGZ84G25I235Q', 0697, 0002),
('IGXEDP10I73J564L', 0698, 0001),
('IGXEDP10I73J564L', 0698, 0002),
('IGXEDP10I73J564L', 0698, 0003),
('XCATMI90N20B604S', 0699, 0001),
('XCATMI90N20B604S', 0699, 0002),
('XCATMI90N20B604S', 0699, 0003),
('GLIMAV29E31B520O', 0700, 0001),
('CGPMNF06K15T392P', 0700, 0002),
('TWAJOK98R58Y714P', 0700, 0003),
('NKXZYL65D42E238A', 0701, 0001),
('CTJOVK64H91O146H', 0701, 0002),
('IOVYGZ84G25I235Q', 0701, 0003),
('NKXZYL65D42E238A', 0702, 0001),
('NKXZYL65D42E238A', 0702, 0002),
('IGXEDP10I73J564L', 0703, 0001),
('AOHKMV73J84Q368L', 0704, 0001),
('AOHKMV73J84Q368L', 0704, 0002),
('IGXEDP10I73J564L', 0705, 0001),
('IGXEDP10I73J564L', 0705, 0002),
('IGXEDP10I73J564L', 0705, 0003),
('TEFJVI96G02K810Z', 0706, 0001),
('TEFJVI96G02K810Z', 0706, 0002),
('TEFJVI96G02K810Z', 0706, 0003),
('TEFJVI96G02K810Z', 0707, 0001),
('TEFJVI96G02K810Z', 0707, 0002),
('KNOYAI45L56R691S', 0707, 0003),
('TEFJVI96G02K810Z', 0708, 0001),
('AOHKMV73J84Q368L', 0708, 0002),
('KNOYAI45L56R691S', 0708, 0003),
('AOHKMV73J84Q368L', 0709, 0001),
('XKDCTP56B47P209H', 0710, 0001),
('IGXEDP10I73J564L', 0711, 0001),
('NKXZYL65D42E238A', 0712, 0001),
('CTJOVK64H91O146H', 0712, 0002),
('AOHKMV73J84Q368L', 0713, 0001),
('KNOYAI45L56R691S', 0713, 0002),
('TEFJVI96G02K810Z', 0713, 0003),
('TEFJVI96G02K810Z', 0714, 0001),
('KNOYAI45L56R691S', 0714, 0002),
('AOHKMV73J84Q368L', 0715, 0001),
('AOHKMV73J84Q368L', 0715, 0002),
('AOHKMV73J84Q368L', 0715, 0003),
('IGXEDP10I73J564L', 0716, 0001),
('AOHKMV73J84Q368L', 0717, 0001),
('AOHKMV73J84Q368L', 0718, 0001),
('TEFJVI96G02K810Z', 0718, 0002),
('IGXEDP10I73J564L', 0719, 0001),
('IGXEDP10I73J564L', 0719, 0002),
('IGXEDP10I73J564L', 0720, 0001),
('IGXEDP10I73J564L', 0720, 0002),
('IGXEDP10I73J564L', 0721, 0001),
('AOHKMV73J84Q368L', 0722, 0001),
('CTJOVK64H91O146H', 0723, 0001),
('TWAJOK98R58Y714P', 0723, 0002),
('WNHIUA46T09L765U', 0723, 0003),
('NKXZYL65D42E238A', 0724, 0001),
('IOVYGZ84G25I235Q', 0724, 0002),
('IOVYGZ84G25I235Q', 0724, 0003),
('IGXEDP10I73J564L', 0725, 0001),
('IGXEDP10I73J564L', 0725, 0002),
('AOHKMV73J84Q368L', 0726, 0001),
('AOHKMV73J84Q368L', 0726, 0002),
('IGXEDP10I73J564L', 0727, 0001),
('IGXEDP10I73J564L', 0727, 0002),
('IGXEDP10I73J564L', 0727, 0003),
('XKDCTP56B47P209H', 0728, 0001),
('XCATMI90N20B604S', 0728, 0002),
('NKXZYL65D42E238A', 0728, 0003),
('AOHKMV73J84Q368L', 0729, 0001),
('AOHKMV73J84Q368L', 0729, 0002),
('AOHKMV73J84Q368L', 0729, 0003),
('AOHKMV73J84Q368L', 0730, 0001),
('IGXEDP10I73J564L', 0731, 0001),
('IGXEDP10I73J564L', 0732, 0001),
('IGXEDP10I73J564L', 0732, 0002),
('UJHLTI86P60P714M', 0733, 0001),
('WNHIUA46T09L765U', 0733, 0002),
('NKXZYL65D42E238A', 0734, 0001),
('IOVYGZ84G25I235Q', 0734, 0002),
('NKXZYL65D42E238A', 0734, 0003),
('AOHKMV73J84Q368L', 0735, 0001),
('AOHKMV73J84Q368L', 0735, 0002),
('KNOYAI45L56R691S', 0736, 0001),
('TEFJVI96G02K810Z', 0737, 0001),
('KNOYAI45L56R691S', 0738, 0001),
('IGXEDP10I73J564L', 0739, 0001),
('IGXEDP10I73J564L', 0739, 0002),
('AOHKMV73J84Q368L', 0740, 0001),
('TEFJVI96G02K810Z', 0740, 0002),
('TEFJVI96G02K810Z', 0740, 0003),
('IGXEDP10I73J564L', 0741, 0001),
('IGXEDP10I73J564L', 0741, 0002),
('IGXEDP10I73J564L', 0741, 0003),
('AOHKMV73J84Q368L', 0742, 0001),
('AOHKMV73J84Q368L', 0742, 0002),
('IGXEDP10I73J564L', 0743, 0001),
('AOHKMV73J84Q368L', 0744, 0001),
('NKXZYL65D42E238A', 0745, 0001),
('CTJOVK64H91O146H', 0746, 0001),
('AOHKMV73J84Q368L', 0747, 0001),
('XCATMI90N20B604S', 0748, 0001),
('CTJOVK64H91O146H', 0749, 0001),
('IGXEDP10I73J564L', 0750, 0001),
('IGXEDP10I73J564L', 0750, 0002),
('IGXEDP10I73J564L', 0750, 0003),
('KNOYAI45L56R691S', 0751, 0001),
('TEFJVI96G02K810Z', 0752, 0001),
('KNOYAI45L56R691S', 0752, 0002),
('KNOYAI45L56R691S', 0752, 0003),
('XKDCTP56B47P209H', 0753, 0001),
('XKDCTP56B47P209H', 0753, 0002),
('AOHKMV73J84Q368L', 0754, 0001),
('AOHKMV73J84Q368L', 0754, 0002),
('AOHKMV73J84Q368L', 0754, 0003),
('AOHKMV73J84Q368L', 0755, 0001),
('VGYBUT84J41H814C', 0756, 0001),
('CGPMNF06K15T392P', 0756, 0002),
('AOHKMV73J84Q368L', 0757, 0001),
('AOHKMV73J84Q368L', 0757, 0002),
('AOHKMV73J84Q368L', 0757, 0003),
('CGPMNF06K15T392P', 0758, 0001),
('TWAJOK98R58Y714P', 0758, 0002),
('AOHKMV73J84Q368L', 0759, 0001),
('TEFJVI96G02K810Z', 0759, 0002),
('TEFJVI96G02K810Z', 0759, 0003),
('AOHKMV73J84Q368L', 0760, 0001),
('KNOYAI45L56R691S', 0760, 0002),
('TEFJVI96G02K810Z', 0760, 0003),
('VGYBUT84J41H814C', 0761, 0001),
('VGYBUT84J41H814C', 0761, 0002),
('GLIMAV29E31B520O', 0761, 0003),
('TWAJOK98R58Y714P', 0762, 0001),
('IGXEDP10I73J564L', 0763, 0001),
('IGXEDP10I73J564L', 0763, 0002),
('TEFJVI96G02K810Z', 0764, 0001),
('AOHKMV73J84Q368L', 0764, 0002),
('AOHKMV73J84Q368L', 0764, 0003),
('CTJOVK64H91O146H', 0765, 0001),
('NKXZYL65D42E238A', 0765, 0002),
('NKXZYL65D42E238A', 0765, 0003),
('AOHKMV73J84Q368L', 0766, 0001),
('AOHKMV73J84Q368L', 0766, 0002),
('AOHKMV73J84Q368L', 0767, 0001),
('AOHKMV73J84Q368L', 0767, 0002),
('KNOYAI45L56R691S', 0767, 0003),
('IGXEDP10I73J564L', 0768, 0001),
('IGXEDP10I73J564L', 0768, 0002),
('IGXEDP10I73J564L', 0768, 0003),
('TEFJVI96G02K810Z', 0769, 0001),
('AOHKMV73J84Q368L', 0769, 0002),
('TEFJVI96G02K810Z', 0770, 0001),
('KNOYAI45L56R691S', 0770, 0002),
('TEFJVI96G02K810Z', 0770, 0003),
('VGYBUT84J41H814C', 0771, 0001),
('WNHIUA46T09L765U', 0772, 0001),
('NKXZYL65D42E238A', 0773, 0001),
('CTJOVK64H91O146H', 0774, 0001),
('VGYBUT84J41H814C', 0774, 0002),
('CGPMNF06K15T392P', 0774, 0003),
('AOHKMV73J84Q368L', 0775, 0001),
('AOHKMV73J84Q368L', 0775, 0002),
('IOVYGZ84G25I235Q', 0776, 0001),
('CTJOVK64H91O146H', 0776, 0002),
('IGXEDP10I73J564L', 0777, 0001),
('IGXEDP10I73J564L', 0777, 0002),
('XCATMI90N20B604S', 0778, 0001),
('GLIMAV29E31B520O', 0779, 0001),
('VGYBUT84J41H814C', 0779, 0002),
('AOHKMV73J84Q368L', 0780, 0001),
('AOHKMV73J84Q368L', 0780, 0002),
('NKXZYL65D42E238A', 0781, 0001),
('AOHKMV73J84Q368L', 0782, 0001),
('XKDCTP56B47P209H', 0783, 0001),
('XCATMI90N20B604S', 0783, 0002),
('XKDCTP56B47P209H', 0784, 0001),
('NKXZYL65D42E238A', 0784, 0002),
('NKXZYL65D42E238A', 0784, 0003),
('NKXZYL65D42E238A', 0785, 0001),
('NKXZYL65D42E238A', 0785, 0002),
('UJHLTI86P60P714M', 0786, 0001),
('AOHKMV73J84Q368L', 0787, 0001),
('AOHKMV73J84Q368L', 0787, 0002),
('CTJOVK64H91O146H', 0788, 0001),
('NKXZYL65D42E238A', 0788, 0002),
('AOHKMV73J84Q368L', 0789, 0001),
('XCATMI90N20B604S', 0790, 0001),
('XKDCTP56B47P209H', 0790, 0002),
('XKDCTP56B47P209H', 0790, 0003),
('XCATMI90N20B604S', 0791, 0001),
('XKDCTP56B47P209H', 0791, 0002),
('XCATMI90N20B604S', 0791, 0003),
('NKXZYL65D42E238A', 0792, 0001),
('XKDCTP56B47P209H', 0792, 0002),
('AOHKMV73J84Q368L', 0793, 0001),
('KNOYAI45L56R691S', 0793, 0002),
('XCATMI90N20B604S', 0794, 0001),
('XCATMI90N20B604S', 0794, 0002),
('AOHKMV73J84Q368L', 0795, 0001),
('VGYBUT84J41H814C', 0796, 0001),
('WNHIUA46T09L765U', 0796, 0002),
('NKXZYL65D42E238A', 0797, 0001),
('CTJOVK64H91O146H', 0797, 0002),
('AOHKMV73J84Q368L', 0798, 0001),
('AOHKMV73J84Q368L', 0798, 0002),
('AOHKMV73J84Q368L', 0798, 0003),
('KNOYAI45L56R691S', 0799, 0001),
('TEFJVI96G02K810Z', 0799, 0002),
('KNOYAI45L56R691S', 0799, 0003),
('GLIMAV29E31B520O', 0800, 0001),
('WNHIUA46T09L765U', 0800, 0002),
('IGXEDP10I73J564L', 0801, 0001),
('AOHKMV73J84Q368L', 0802, 0001),
('AOHKMV73J84Q368L', 0802, 0002),
('AOHKMV73J84Q368L', 0802, 0003),
('AOHKMV73J84Q368L', 0803, 0001),
('KNOYAI45L56R691S', 0803, 0002),
('VGYBUT84J41H814C', 0804, 0001),
('VGYBUT84J41H814C', 0804, 0002),
('KNOYAI45L56R691S', 0805, 0001),
('XKDCTP56B47P209H', 0806, 0001),
('NKXZYL65D42E238A', 0806, 0002),
('AOHKMV73J84Q368L', 0807, 0001),
('AOHKMV73J84Q368L', 0807, 0002),
('CTJOVK64H91O146H', 0808, 0001),
('CTJOVK64H91O146H', 0808, 0002),
('IOVYGZ84G25I235Q', 0809, 0001),
('CTJOVK64H91O146H', 0809, 0002),
('IOVYGZ84G25I235Q', 0809, 0003),
('VGYBUT84J41H814C', 0810, 0001),
('VGYBUT84J41H814C', 0810, 0002),
('NKXZYL65D42E238A', 0811, 0001),
('NKXZYL65D42E238A', 0811, 0002),
('TEFJVI96G02K810Z', 0812, 0001),
('KNOYAI45L56R691S', 0812, 0002),
('AOHKMV73J84Q368L', 0813, 0001),
('KNOYAI45L56R691S', 0814, 0001),
('KNOYAI45L56R691S', 0814, 0002),
('KNOYAI45L56R691S', 0814, 0003),
('NKXZYL65D42E238A', 0815, 0001),
('IOVYGZ84G25I235Q', 0816, 0001),
('IGXEDP10I73J564L', 0817, 0001),
('IGXEDP10I73J564L', 0817, 0002),
('IGXEDP10I73J564L', 0817, 0003),
('AOHKMV73J84Q368L', 0818, 0001),
('AOHKMV73J84Q368L', 0818, 0002),
('AOHKMV73J84Q368L', 0818, 0003),
('KNOYAI45L56R691S', 0819, 0001),
('AOHKMV73J84Q368L', 0819, 0002),
('AOHKMV73J84Q368L', 0820, 0001),
('KNOYAI45L56R691S', 0821, 0001),
('TEFJVI96G02K810Z', 0821, 0002),
('TEFJVI96G02K810Z', 0821, 0003),
('XKDCTP56B47P209H', 0822, 0001),
('TEFJVI96G02K810Z', 0823, 0001),
('CTJOVK64H91O146H', 0824, 0001),
('NKXZYL65D42E238A', 0824, 0002),
('CTJOVK64H91O146H', 0825, 0001),
('CTJOVK64H91O146H', 0826, 0001),
('IOVYGZ84G25I235Q', 0826, 0002),
('NKXZYL65D42E238A', 0826, 0003),
('AOHKMV73J84Q368L', 0827, 0001),
('AOHKMV73J84Q368L', 0827, 0002),
('AOHKMV73J84Q368L', 0828, 0001),
('AOHKMV73J84Q368L', 0828, 0002),
('AOHKMV73J84Q368L', 0828, 0003),
('NKXZYL65D42E238A', 0829, 0001),
('NKXZYL65D42E238A', 0829, 0002),
('IGXEDP10I73J564L', 0830, 0001),
('IGXEDP10I73J564L', 0830, 0002),
('IGXEDP10I73J564L', 0830, 0003),
('NKXZYL65D42E238A', 0831, 0001),
('NKXZYL65D42E238A', 0831, 0002),
('XCATMI90N20B604S', 0832, 0001),
('NKXZYL65D42E238A', 0832, 0002),
('NKXZYL65D42E238A', 0832, 0003),
('XCATMI90N20B604S', 0833, 0001),
('CTJOVK64H91O146H', 0834, 0001),
('AOHKMV73J84Q368L', 0835, 0001),
('AOHKMV73J84Q368L', 0835, 0002),
('NKXZYL65D42E238A', 0836, 0001),
('NKXZYL65D42E238A', 0836, 0002),
('CTJOVK64H91O146H', 0836, 0003),
('CGPMNF06K15T392P', 0837, 0001),
('IGXEDP10I73J564L', 0838, 0001),
('IGXEDP10I73J564L', 0838, 0002),
('IGXEDP10I73J564L', 0838, 0003),
('IGXEDP10I73J564L', 0839, 0001),
('IGXEDP10I73J564L', 0839, 0002),
('IGXEDP10I73J564L', 0839, 0003),
('IGXEDP10I73J564L', 0840, 0001),
('IGXEDP10I73J564L', 0840, 0002),
('CTJOVK64H91O146H', 0841, 0001),
('IGXEDP10I73J564L', 0842, 0001),
('IGXEDP10I73J564L', 0842, 0002),
('IGXEDP10I73J564L', 0843, 0001),
('CTJOVK64H91O146H', 0844, 0001),
('CTJOVK64H91O146H', 0844, 0002),
('IOVYGZ84G25I235Q', 0845, 0001),
('CTJOVK64H91O146H', 0846, 0001),
('IOVYGZ84G25I235Q', 0846, 0002),
('NKXZYL65D42E238A', 0846, 0003),
('AOHKMV73J84Q368L', 0847, 0001),
('KNOYAI45L56R691S', 0847, 0002),
('TEFJVI96G02K810Z', 0847, 0003),
('XKDCTP56B47P209H', 0848, 0001),
('XKDCTP56B47P209H', 0848, 0002),
('XKDCTP56B47P209H', 0848, 0003),
('XCATMI90N20B604S', 0849, 0001),
('NKXZYL65D42E238A', 0849, 0002),
('XKDCTP56B47P209H', 0849, 0003),
('XCATMI90N20B604S', 0850, 0001),
('XKDCTP56B47P209H', 0850, 0002),
('IOVYGZ84G25I235Q', 0851, 0001),
('IOVYGZ84G25I235Q', 0852, 0001),
('CTJOVK64H91O146H', 0853, 0001),
('IOVYGZ84G25I235Q', 0853, 0002),
('CGPMNF06K15T392P', 0854, 0001),
('TWAJOK98R58Y714P', 0854, 0002),
('GLIMAV29E31B520O', 0855, 0001),
('XCATMI90N20B604S', 0856, 0001),
('XCATMI90N20B604S', 0857, 0001),
('XCATMI90N20B604S', 0857, 0002),
('NKXZYL65D42E238A', 0857, 0003),
('XKDCTP56B47P209H', 0858, 0001),
('XKDCTP56B47P209H', 0858, 0002),
('XCATMI90N20B604S', 0858, 0003),
('IOVYGZ84G25I235Q', 0859, 0001),
('XKDCTP56B47P209H', 0860, 0001),
('NKXZYL65D42E238A', 0860, 0002),
('IGXEDP10I73J564L', 0861, 0001),
('IGXEDP10I73J564L', 0861, 0002),
('IGXEDP10I73J564L', 0861, 0003),
('AOHKMV73J84Q368L', 0862, 0001),
('AOHKMV73J84Q368L', 0862, 0002),
('TEFJVI96G02K810Z', 0862, 0003),
('IGXEDP10I73J564L', 0863, 0001),
('IGXEDP10I73J564L', 0863, 0002),
('IGXEDP10I73J564L', 0863, 0003),
('AOHKMV73J84Q368L', 0864, 0001),
('AOHKMV73J84Q368L', 0864, 0002),
('XCATMI90N20B604S', 0865, 0001),
('NKXZYL65D42E238A', 0865, 0002),
('CTJOVK64H91O146H', 0866, 0001),
('CTJOVK64H91O146H', 0866, 0002),
('IGXEDP10I73J564L', 0867, 0001),
('IGXEDP10I73J564L', 0867, 0002),
('IGXEDP10I73J564L', 0868, 0001),
('IGXEDP10I73J564L', 0868, 0002),
('IGXEDP10I73J564L', 0868, 0003),
('IOVYGZ84G25I235Q', 0869, 0001),
('NKXZYL65D42E238A', 0869, 0002),
('IOVYGZ84G25I235Q', 0869, 0003),
('XCATMI90N20B604S', 0870, 0001),
('XCATMI90N20B604S', 0870, 0002),
('NKXZYL65D42E238A', 0871, 0001),
('NKXZYL65D42E238A', 0871, 0002),
('XKDCTP56B47P209H', 0871, 0003),
('XKDCTP56B47P209H', 0872, 0001),
('KNOYAI45L56R691S', 0873, 0001),
('IGXEDP10I73J564L', 0874, 0001),
('IGXEDP10I73J564L', 0874, 0002),
('IGXEDP10I73J564L', 0874, 0003),
('IGXEDP10I73J564L', 0875, 0001),
('IGXEDP10I73J564L', 0875, 0002),
('IGXEDP10I73J564L', 0876, 0001),
('IGXEDP10I73J564L', 0876, 0002),
('XCATMI90N20B604S', 0877, 0001),
('XKDCTP56B47P209H', 0877, 0002),
('TWAJOK98R58Y714P', 0878, 0001),
('CGPMNF06K15T392P', 0878, 0002),
('CTJOVK64H91O146H', 0879, 0001),
('IOVYGZ84G25I235Q', 0879, 0002),
('AOHKMV73J84Q368L', 0880, 0001),
('AOHKMV73J84Q368L', 0880, 0002),
('AOHKMV73J84Q368L', 0880, 0003),
('IGXEDP10I73J564L', 0881, 0001),
('IGXEDP10I73J564L', 0881, 0002),
('IGXEDP10I73J564L', 0882, 0001),
('IGXEDP10I73J564L', 0882, 0002),
('GLIMAV29E31B520O', 0883, 0001),
('WNHIUA46T09L765U', 0883, 0002),
('GLIMAV29E31B520O', 0883, 0003),
('KNOYAI45L56R691S', 0884, 0001),
('KNOYAI45L56R691S', 0884, 0002),
('KNOYAI45L56R691S', 0884, 0003),
('NKXZYL65D42E238A', 0885, 0001),
('KNOYAI45L56R691S', 0886, 0001),
('AOHKMV73J84Q368L', 0886, 0002),
('AOHKMV73J84Q368L', 0887, 0001),
('TEFJVI96G02K810Z', 0887, 0002),
('TEFJVI96G02K810Z', 0887, 0003),
('AOHKMV73J84Q368L', 0888, 0001),
('CTJOVK64H91O146H', 0889, 0001),
('NKXZYL65D42E238A', 0889, 0002),
('IOVYGZ84G25I235Q', 0889, 0003),
('IOVYGZ84G25I235Q', 0890, 0001),
('NKXZYL65D42E238A', 0890, 0002),
('CTJOVK64H91O146H', 0890, 0003),
('NKXZYL65D42E238A', 0891, 0001),
('NKXZYL65D42E238A', 0891, 0002),
('IOVYGZ84G25I235Q', 0891, 0003),
('IOVYGZ84G25I235Q', 0892, 0001),
('IOVYGZ84G25I235Q', 0892, 0002),
('GLIMAV29E31B520O', 0893, 0001),
('GLIMAV29E31B520O', 0893, 0002),
('GLIMAV29E31B520O', 0893, 0003),
('KNOYAI45L56R691S', 0894, 0001),
('AOHKMV73J84Q368L', 0895, 0001),
('NKXZYL65D42E238A', 0896, 0001),
('CTJOVK64H91O146H', 0896, 0002),
('AOHKMV73J84Q368L', 0897, 0001),
('AOHKMV73J84Q368L', 0897, 0002),
('NKXZYL65D42E238A', 0898, 0001),
('CTJOVK64H91O146H', 0899, 0001),
('IGXEDP10I73J564L', 0900, 0001),
('IGXEDP10I73J564L', 0900, 0002),
('UJHLTI86P60P714M', 0901, 0001),
('KNOYAI45L56R691S', 0902, 0001),
('AOHKMV73J84Q368L', 0903, 0001),
('IGXEDP10I73J564L', 0904, 0001),
('IGXEDP10I73J564L', 0904, 0002),
('AOHKMV73J84Q368L', 0905, 0001),
('AOHKMV73J84Q368L', 0905, 0002),
('AOHKMV73J84Q368L', 0905, 0003),
