INSERT INTO Cliente(ID, Indirizzo, Tel, PersonaDiRiferimento, NumeroDiRichieste) VALUES
(0986, 'Via W.J. 38', 3332135490, Null, 0),
(0987, 'Via T.S. 18', 3338673541, Null, 0),
(0988, 'Via Z.D. 85', 3333756209, Null, 0),
(0989, 'Via E.I. 56', 3332756349, Null, 0),
(0990, 'Via M.H. 93', 3333148527, Null, 0),
(0991, 'Via M.P. 55', 3338230475, Null, 0),
(0992, 'Via A.X. 38', 3331058942, Null, 0),
(0993, 'Via I.U. 29', 3334210573, Null, 0),
(0994, 'Via V.Y. 79', 3333071689, Null, 0),
(0995, 'Via W.F. 46', 3332530971, Null, 0),
(0996, 'Via I.O. 48', 3336048723, Null, 0),
(0997, 'Via L.B. 52', 3338275136, Null, 0),
(0998, 'Via R.O. 14', 3338453079, Null, 0),
(0999, 'Via E.F. 22', 3333947280, Null, 0),
(1000, 'Via G.X. 12', 3334712860, Null, 0);
